spec	Fold_0
nist_3268523	train
nist_3268535	train
nist_3268571	train
nist_3268596	val
nist_3268635	train
nist_3268654	train
nist_3268662	train
nist_3268673	test
nist_3268711	test
nist_3268752	test
nist_3268775	train
nist_3268793	train
nist_3268816	train
nist_3268827	train
nist_3268832	train
nist_3268860	train
nist_3268897	train
nist_3268913	val
nist_3268941	test
nist_3268969	train
nist_3268998	train
nist_3269023	train
nist_3269054	train
nist_3269072	train
nist_3269099	train
nist_3269158	train
nist_3269178	val
nist_3269237	train
nist_3269258	train
nist_3269277	train
nist_3269317	train
nist_3269335	train
nist_3269352	train
nist_3269390	train
nist_3269429	train
nist_3269465	train
nist_3269474	train
nist_3269484	test
nist_3269516	train
nist_3269539	train
nist_3269550	train
nist_3269567	train
nist_3269579	train
nist_3269629	train
nist_3269646	train
nist_3269660	train
nist_3269700	train
nist_3269729	val
nist_3269765	train
nist_3269782	train
nist_3269807	train
nist_3269837	train
nist_3269872	train
nist_3269890	train
nist_3269918	val
nist_3269939	val
nist_3269964	train
nist_3269983	train
nist_3270008	train
nist_3270074	train
nist_3270108	train
nist_3270117	train
nist_3270154	train
nist_3270163	val
nist_3270190	train
nist_3270206	train
nist_3270255	train
nist_3270264	train
nist_3270276	train
nist_3270293	train
nist_3270320	val
nist_3270336	val
nist_3270350	train
nist_3270354	test
nist_3270357	train
nist_3270370	val
nist_3270380	val
nist_3270392	train
nist_3270402	train
nist_3270427	train
nist_3270439	train
nist_3270451	train
nist_3270460	test
nist_3270485	train
nist_3270515	train
nist_3270556	train
nist_3270592	train
nist_3270598	train
nist_3270631	train
nist_3270641	train
nist_3270647	train
nist_3270654	train
nist_3270688	test
nist_3270720	train
nist_3270740	train
nist_3270791	train
nist_3270814	train
nist_3270873	train
nist_3270899	train
nist_3270920	train
nist_3270932	train
nist_3270962	train
nist_3270987	train
nist_3271000	val
nist_3271026	train
nist_3271041	test
nist_3271048	train
nist_3271087	train
nist_3271097	train
nist_3271131	train
nist_3271137	train
nist_3271166	train
nist_3271184	train
nist_3271196	train
nist_3271216	train
nist_3271240	train
nist_3271295	train
nist_3271330	train
nist_3271368	val
nist_3271393	train
nist_3271435	train
nist_3271466	train
nist_3271491	train
nist_3271525	train
nist_3271560	train
nist_3271598	train
nist_3271604	train
nist_3271613	train
nist_3271624	train
nist_3271658	train
nist_3271697	train
nist_3271725	train
nist_3271745	train
nist_3271761	val
nist_3271788	train
nist_3271813	train
nist_3271851	train
nist_3271854	train
nist_3271862	train
nist_3271889	train
nist_3271911	train
nist_3271951	train
nist_3272013	train
nist_3272030	val
nist_3272052	val
nist_3272098	val
nist_3272103	train
nist_3272129	train
nist_3272166	train
nist_3272210	train
nist_3272216	train
nist_3272228	train
nist_3272249	train
nist_3272286	train
nist_3272304	train
nist_3272322	test
nist_3272390	train
nist_3272418	train
nist_3272462	train
nist_3272496	test
nist_3272533	train
nist_3272631	train
nist_3272642	train
nist_3272658	train
nist_3272672	test
nist_3272683	train
nist_3272706	train
nist_3272741	train
nist_3272817	train
nist_3272854	train
nist_3272922	val
nist_3272953	train
nist_3272968	train
nist_3272978	train
nist_3273009	train
nist_3273021	train
nist_3273057	train
nist_3273069	train
nist_3273116	train
nist_3273149	train
nist_3273174	test
nist_3273220	train
nist_3273235	train
nist_3273292	train
nist_3273330	train
nist_3273369	train
nist_3273415	train
nist_3273421	train
nist_3273442	val
nist_3273481	test
nist_3273502	train
nist_3273546	train
nist_3273597	train
nist_3273620	train
nist_3273692	test
nist_3273748	test
nist_3273767	train
nist_3273783	train
nist_3273798	train
nist_3273825	train
nist_3273847	train
nist_3273880	train
nist_3273899	train
nist_3273919	train
nist_3273953	train
nist_3273999	train
nist_3274026	train
nist_3274077	train
nist_3274086	val
nist_3274104	val
nist_3274161	val
nist_3274170	val
nist_3274235	train
nist_3274253	train
nist_3274293	train
nist_3274336	train
nist_3274375	train
nist_3274464	train
nist_3274504	train
nist_3274578	train
nist_3274632	train
nist_3274667	train
nist_3274704	train
nist_3274729	train
nist_3274810	train
nist_3274835	train
nist_3274856	train
nist_3274862	train
nist_3274880	train
nist_3274952	train
nist_3274988	train
nist_3274989	train
nist_3275038	train
nist_3275065	train
nist_3275089	train
nist_3275121	train
nist_3275142	train
nist_3275156	train
nist_3275231	train
nist_3275297	train
nist_3275303	train
nist_3275350	train
nist_3275405	train
nist_3275412	train
nist_3275434	train
nist_3275478	train
nist_3275490	train
nist_3275537	train
nist_3275587	train
nist_3275608	train
nist_3275625	train
nist_3275692	train
nist_3275770	train
nist_3275803	train
nist_3275831	train
nist_3275864	train
nist_3275941	train
nist_3276007	train
nist_3276098	train
nist_3276144	test
nist_3276164	test
nist_3276187	test
nist_3276211	test
nist_3276258	train
nist_3276304	train
nist_3276368	train
nist_3276378	train
nist_3276412	test
nist_3276435	test
nist_3276515	train
nist_3276527	train
nist_3276559	train
nist_3276607	train
nist_3276670	train
nist_3276693	train
nist_3276799	train
nist_3276834	train
nist_3276855	train
nist_3276878	train
nist_3276995	train
nist_3277018	train
nist_3277100	train
nist_3277178	train
nist_3277256	train
nist_3277336	train
nist_3277473	train
nist_3278309	train
nist_3278326	train
nist_3278358	train
nist_3278361	train
nist_3278444	val
nist_3278462	val
nist_3278526	train
nist_3278547	train
nist_3278678	train
nist_3278698	train
nist_3278722	train
nist_3278723	val
nist_3278741	val
nist_3278763	train
nist_3278770	train
nist_3278809	train
nist_3278908	val
nist_3278928	val
nist_3278948	val
nist_3278965	val
nist_3278994	train
nist_3279061	val
nist_3279130	train
nist_3279170	train
nist_3279197	train
nist_3279224	train
nist_3279298	train
nist_3279328	train
nist_3279352	train
nist_3279403	train
nist_3279441	train
nist_3279489	train
nist_3279536	train
nist_3279542	train
nist_3279570	train
nist_3279577	train
nist_3279594	train
nist_3279615	train
nist_3279620	train
nist_3279669	train
nist_3279684	train
nist_3279730	train
nist_3279813	train
nist_3279823	train
nist_3279842	train
nist_3279881	train
nist_3279911	test
nist_3279927	test
nist_3279943	val
nist_3280001	train
nist_3280039	train
nist_3280106	train
nist_3280161	train
nist_3280178	train
nist_3280190	train
nist_3280206	train
nist_3280244	train
nist_3280332	train
nist_3280355	train
nist_3280391	train
nist_3280446	train
nist_3280484	train
nist_3280612	train
nist_3280697	train
nist_3280737	train
nist_3280778	train
nist_3280791	train
nist_3280818	train
nist_3280835	train
nist_3280903	train
nist_3280970	val
nist_3280997	val
nist_3281012	val
nist_3281074	train
nist_3281096	train
nist_3281118	train
nist_3281145	train
nist_3281242	train
nist_3281306	train
nist_3281390	train
nist_3281413	train
nist_3281465	train
nist_3281523	train
nist_3281554	train
nist_3281584	train
nist_3281617	train
nist_3281638	train
nist_3281735	train
nist_3281768	train
nist_3281791	train
nist_3281845	train
nist_3281868	train
nist_3281929	train
nist_3282090	train
nist_3282153	train
nist_3282165	train
nist_3282174	train
nist_3282185	train
nist_3282236	train
nist_3282241	train
nist_3282311	train
nist_3282349	train
nist_3282364	train
nist_3282383	train
nist_3282401	train
nist_3282438	train
nist_3282445	train
nist_3282473	train
nist_3282504	train
nist_3282535	train
nist_3282541	train
nist_3282573	train
nist_3282603	train
nist_3282611	train
nist_3282661	train
nist_3282693	train
nist_3282703	train
nist_3282735	test
nist_3282751	test
nist_3282784	test
nist_3282788	test
nist_3282873	train
nist_3282881	train
nist_3282920	train
nist_3282975	train
nist_3282982	train
nist_3283019	train
nist_3283132	train
nist_3283137	train
nist_3283163	train
nist_3283173	train
nist_3283198	train
nist_3283207	train
nist_3283392	test
nist_3283417	test
nist_3283429	test
nist_3283462	train
nist_3283506	train
nist_3283541	train
nist_3283561	train
nist_3283583	train
nist_3283605	train
nist_3283629	train
nist_3283744	train
nist_3283786	train
nist_3283798	val
nist_3283828	val
nist_3283833	val
nist_3283877	train
nist_3283883	train
nist_3283950	train
nist_3283957	train
nist_3284028	train
nist_3284063	train
nist_3284066	train
nist_3284108	train
nist_3284125	train
nist_3284146	train
nist_3284188	train
nist_3284206	train
nist_3284224	train
nist_3284269	train
nist_3284279	train
nist_3284302	val
nist_3284325	val
nist_3284331	val
nist_3284398	val
nist_3284422	val
nist_3284475	train
nist_3284505	train
nist_3284513	train
nist_3284553	train
nist_3284576	train
nist_3284602	train
nist_3284723	train
nist_3284803	train
nist_3284812	train
nist_3284831	train
nist_3284898	train
nist_3284920	train
nist_3284961	train
nist_3284977	train
nist_3285008	test
nist_3285104	train
nist_3285145	train
nist_3285164	train
nist_3285192	train
nist_3285208	train
nist_3285224	train
nist_3285265	train
nist_3285288	val
nist_3285315	train
nist_3285361	test
nist_3285398	test
nist_3285473	train
nist_3285497	train
nist_3285514	train
nist_3285600	test
nist_3285619	test
nist_3285711	train
nist_3285733	train
nist_3285766	train
nist_3285835	val
nist_3285854	val
nist_3285888	train
nist_3285954	train
nist_3286027	val
nist_3286054	test
nist_3286137	train
nist_3286173	train
nist_3286201	train
nist_3286317	train
nist_3286369	train
nist_3286437	train
nist_3286456	train
nist_3286526	train
nist_3286600	train
nist_3286668	train
nist_3286686	train
nist_3286776	val
nist_3286802	test
nist_3286853	train
nist_3286871	train
nist_3286911	train
nist_3286927	train
nist_3286957	train
nist_3286980	test
nist_3287005	train
nist_3287045	train
nist_3287057	train
nist_3287067	train
nist_3287086	train
nist_3287111	val
nist_3287129	val
nist_3287145	train
nist_3287162	train
nist_3287183	train
nist_3287206	train
nist_3287262	train
nist_3287294	train
nist_3287315	train
nist_3287349	val
nist_3287369	val
nist_3287395	train
nist_3287437	train
nist_3287472	train
nist_3287492	test
nist_3287514	test
nist_3287543	train
nist_3287575	train
nist_3287597	train
nist_3287640	train
nist_3287982	train
nist_3288029	train
nist_3288066	train
nist_3288105	train
nist_3288122	train
nist_3288141	train
nist_3288159	train
nist_3288211	train
nist_3288268	val
nist_3288307	train
nist_3288324	train
nist_3288372	test
nist_3288411	train
nist_3288428	train
nist_3288446	train
nist_3288470	train
nist_3288492	train
nist_3288535	train
nist_3288617	train
nist_3288664	train
nist_3288718	train
nist_3288744	train
nist_3288807	test
nist_3288848	train
nist_3288877	train
nist_3288888	train
nist_3288929	train
nist_3289017	train
nist_3289047	train
nist_3289066	train
nist_3289090	train
nist_3289113	train
nist_3289130	train
nist_3289145	train
nist_3289179	train
nist_3289210	train
nist_3289229	train
nist_3289284	train
nist_3289322	train
nist_3289352	train
nist_3289389	train
nist_3289434	train
nist_3289482	train
nist_3289535	train
nist_3289619	train
nist_3289639	train
nist_3289705	train
nist_3289752	train
nist_3289774	train
nist_3289826	train
nist_3289870	val
nist_3289940	test
nist_3289982	val
nist_3290005	train
nist_3290047	train
nist_3290093	train
nist_3290104	test
nist_3290166	train
nist_3290212	train
nist_3290229	train
nist_3290245	train
nist_3290276	train
nist_3290292	train
nist_3290316	train
nist_3290337	test
nist_3290383	train
nist_3290419	test
nist_3290459	train
nist_3290493	train
nist_3290532	train
nist_3290573	train
nist_3290586	val
nist_3290650	test
nist_3290710	train
nist_3290733	train
nist_3290793	train
nist_3290811	train
nist_3290838	train
nist_3290862	train
nist_3290938	train
nist_3290959	val
nist_3290987	train
nist_3291023	train
nist_3291046	train
nist_3291097	train
nist_3291114	train
nist_3291122	train
nist_3291149	train
nist_3291166	test
nist_3291219	train
nist_3291263	train
nist_3291276	train
nist_3291303	train
nist_3291311	train
nist_3291332	train
nist_3291365	train
nist_3291414	train
nist_3291455	train
nist_3291543	train
nist_3291551	train
nist_3291573	train
nist_3291611	train
nist_3291696	train
nist_3291781	train
nist_3291791	val
nist_3291798	val
nist_3291810	val
nist_3291894	val
nist_3291922	train
nist_3291925	train
nist_3291961	train
nist_3291995	train
nist_3292020	train
nist_3292050	train
nist_3292057	train
nist_3292084	val
nist_3292090	val
nist_3292136	val
nist_3292142	val
nist_3292196	train
nist_3292224	train
nist_3292234	train
nist_3292268	train
nist_3292270	train
nist_3292316	val
nist_3292410	val
nist_3292459	train
nist_3292541	train
nist_3292580	train
nist_3292592	train
nist_3292662	test
nist_3292757	train
nist_3292822	train
nist_3292830	train
nist_3292878	test
nist_3292881	test
nist_3292898	test
nist_3292939	train
nist_3292990	train
nist_3293014	val
nist_3293037	val
nist_3293062	test
nist_3293138	test
nist_3293171	train
nist_3293250	train
nist_3293254	train
nist_3293283	train
nist_3293312	train
nist_3293370	train
nist_3293408	train
nist_3293473	train
nist_3293578	train
nist_3293588	train
nist_3293628	test
nist_3293648	test
nist_3293683	train
nist_3293710	train
nist_3293717	train
nist_3293784	train
nist_3294863	val
nist_3294885	train
nist_3294907	train
nist_3294964	train
nist_3294983	train
nist_3295049	train
nist_3295054	train
nist_3295075	train
nist_3295115	train
nist_3295216	train
nist_3295266	train
nist_3295287	train
nist_3295318	train
nist_3295338	train
nist_3295407	train
nist_3295423	train
nist_3295440	train
nist_3295461	train
nist_3295509	train
nist_3295526	train
nist_3295593	train
nist_3295672	train
nist_3295704	train
nist_3295734	train
nist_3295783	train
nist_3295805	train
nist_3295864	train
nist_3295879	train
nist_3295970	train
nist_3295986	train
nist_3296042	train
nist_3296060	train
nist_3296108	train
nist_3296128	train
nist_3296151	train
nist_3296230	train
nist_3296254	train
nist_3296291	train
nist_3296335	train
nist_3296366	train
nist_3296402	test
nist_3296424	test
nist_3296502	train
nist_3296568	train
nist_3296604	train
nist_3296666	train
nist_3296687	train
nist_3296717	train
nist_3296724	val
nist_3296743	val
nist_3296773	train
nist_3296824	train
nist_3296892	train
nist_3296956	train
nist_3296984	train
nist_3297062	train
nist_3297103	test
nist_3297166	train
nist_3297194	train
nist_3297249	train
nist_3297266	train
nist_3297331	train
nist_3297387	train
nist_3297427	train
nist_3297465	test
nist_3297496	test
nist_3297521	train
nist_3297573	train
nist_3297646	train
nist_3297720	train
nist_3297752	train
nist_3297790	train
nist_3297822	train
nist_3297909	train
nist_3298041	train
nist_3298059	train
nist_3298086	train
nist_3298129	train
nist_3298208	train
nist_3298244	test
nist_3298282	train
nist_3298328	train
nist_3298435	train
nist_3298441	train
nist_3298484	train
nist_3298541	val
nist_3298584	val
nist_3298650	train
nist_3298723	test
nist_3298746	test
nist_3298770	train
nist_3298792	train
nist_3298812	train
nist_3298855	train
nist_3298880	train
nist_3298908	train
nist_3298977	train
nist_3299025	train
nist_3299049	train
nist_3299095	train
nist_3299106	train
nist_3299172	train
nist_3299197	train
nist_3299265	test
nist_3299301	test
nist_3299356	train
nist_3299368	train
nist_3299409	train
nist_3299445	train
nist_3299505	train
nist_3299599	val
nist_3299620	val
nist_3299689	train
nist_3299712	train
nist_3299736	train
nist_3299791	train
nist_3299815	train
nist_3299970	train
nist_3299985	train
nist_3300028	train
nist_3300059	train
nist_3300112	train
nist_3300115	train
nist_3300136	train
nist_3300144	train
nist_3300183	train
nist_3300192	train
nist_3300221	train
nist_3300224	train
nist_3300229	train
nist_3300237	train
nist_3300243	train
nist_3300296	train
nist_3300357	train
nist_3300362	train
nist_3300400	train
nist_3300477	train
nist_3300490	train
nist_3300519	train
nist_3300526	train
nist_3300544	train
nist_3300617	train
nist_3300661	train
nist_3300670	train
nist_3300678	train
nist_3300727	train
nist_3300734	train
nist_3300771	val
nist_3300801	train
nist_3300813	train
nist_3300829	train
nist_3300843	train
nist_3300865	train
nist_3300878	train
nist_3300928	train
nist_3300973	val
nist_3300992	val
nist_3301012	val
nist_3301048	train
nist_3301165	train
nist_3301174	train
nist_3301206	train
nist_3301248	train
nist_3301343	train
nist_3301403	train
nist_3301418	train
nist_3301485	train
nist_3301526	train
nist_3301559	train
nist_3301625	train
nist_3301648	train
nist_3301714	train
nist_3301800	train
nist_3301861	train
nist_3301876	train
nist_3301880	train
nist_3301932	train
nist_3301951	train
nist_3301976	train
nist_3302021	val
nist_3302042	val
nist_3302079	val
nist_3302102	train
nist_3302126	train
nist_3302160	train
nist_3302186	train
nist_3302399	train
nist_3302405	train
nist_3302484	test
nist_3302510	test
nist_3302536	test
nist_3302580	test
nist_3302657	train
nist_3302680	train
nist_3302703	train
nist_3302723	train
nist_3302749	val
nist_3302787	val
nist_3302820	val
nist_3302830	val
nist_3302896	train
nist_3302916	train
nist_3302938	train
nist_3302953	train
nist_3303000	val
nist_3303010	val
nist_3303037	val
nist_3303043	val
nist_3303098	train
nist_3303196	train
nist_3303201	train
nist_3303253	train
nist_3303286	train
nist_3303348	val
nist_3303357	val
nist_3303470	val
nist_3303477	val
nist_3303527	train
nist_3303577	train
nist_3303735	train
nist_3303766	train
nist_3303790	train
nist_3303813	val
nist_3303848	val
nist_3303907	train
nist_3303940	train
nist_3304021	train
nist_3304114	train
nist_3304158	train
nist_3304180	train
nist_3304225	train
nist_3304279	train
nist_3304400	train
nist_3304453	train
nist_3304462	train
nist_3304496	train
nist_3304566	train
nist_3304621	train
nist_3304627	train
nist_3304636	train
nist_3304667	train
nist_3304721	train
nist_3304728	train
nist_3304792	train
nist_3304840	train
nist_3304857	train
nist_3304885	train
nist_3304890	train
nist_3304922	train
nist_3305013	train
nist_3305054	train
nist_3305061	train
nist_3305121	train
nist_3305219	train
nist_3305241	train
nist_3305261	train
nist_3305324	train
nist_3305412	train
nist_3305452	val
nist_3305491	val
nist_3305493	val
nist_3305531	train
nist_3305565	train
nist_3305664	train
nist_3305670	train
nist_3305739	train
nist_3305811	train
nist_3305879	train
nist_3305901	train
nist_3305932	train
nist_3305956	train
nist_3305959	train
nist_3305974	train
nist_3305994	train
nist_3306015	train
nist_3306204	train
nist_3306225	train
nist_3306234	train
nist_3306292	train
nist_3306296	train
nist_3306368	train
nist_3306434	test
nist_3306508	test
nist_3306521	train
nist_3306559	train
nist_3306625	train
nist_3306669	train
nist_3306695	train
nist_3306748	train
nist_3306755	train
nist_3306797	train
nist_3306822	val
nist_3306827	train
nist_3306840	train
nist_3306861	train
nist_3306886	train
nist_3306922	train
nist_3306985	val
nist_3307036	val
nist_3307084	test
nist_3307300	test
nist_3307323	test
nist_3307363	train
nist_3307441	val
nist_3307458	val
nist_3307479	val
nist_3307543	val
nist_3307553	val
nist_3307633	train
nist_3307637	train
nist_3307645	train
nist_3307673	train
nist_3307685	train
nist_3307737	val
nist_3307768	val
nist_3307775	val
nist_3307802	train
nist_3307824	train
nist_3307847	train
nist_3307882	val
nist_3307918	val
nist_3307975	train
nist_3307995	train
nist_3308047	train
nist_3308054	train
nist_3308111	train
nist_3308134	train
nist_3308155	train
nist_3308215	train
nist_3308269	train
nist_3308276	train
nist_3308312	train
nist_3308323	train
nist_3308347	train
nist_3308378	train
nist_3308407	train
nist_3308434	train
nist_3308481	train
nist_3308519	train
nist_3308526	train
nist_3308590	train
nist_3308612	train
nist_3308632	train
nist_3308683	train
nist_3308744	train
nist_3308766	train
nist_3308808	train
nist_3308821	train
nist_3308881	train
nist_3308900	train
nist_3308922	train
nist_3308941	train
nist_3308989	train
nist_3309014	train
nist_3309078	train
nist_3309102	train
nist_3309129	train
nist_3309174	train
nist_3309199	train
nist_3309240	train
nist_3309257	train
nist_3309278	train
nist_3309324	train
nist_3309337	train
nist_3309358	train
nist_3309381	train
nist_3309431	train
nist_3309447	train
nist_3309468	train
nist_3309507	train
nist_3309515	train
nist_3309538	train
nist_3309589	train
nist_3309606	train
nist_3309627	train
nist_3309684	test
nist_3309700	test
nist_3309751	train
nist_3309770	train
nist_3309829	val
nist_3309855	val
nist_3309859	val
nist_3309882	train
nist_3309890	train
nist_3309912	train
nist_3309929	train
nist_3309989	train
nist_3310014	train
nist_3310037	train
nist_3310092	train
nist_3310117	train
nist_3310146	train
nist_3310172	train
nist_3310212	train
nist_3310250	train
nist_3310289	train
nist_3310296	train
nist_3310315	train
nist_3310347	train
nist_3310361	train
nist_3310376	train
nist_3310481	test
nist_3310556	train
nist_3310605	test
nist_3310618	test
nist_3310626	test
nist_3310682	train
nist_3310701	train
nist_3310719	train
nist_3310765	train
nist_3310787	train
nist_3310874	train
nist_3310901	train
nist_3310907	train
nist_3310940	train
nist_3310951	train
nist_3311013	train
nist_3311063	train
nist_3311087	train
nist_3311230	train
nist_3311267	train
nist_3311542	train
nist_3311566	train
nist_3311626	train
nist_3311633	train
nist_3311679	test
nist_3311686	test
nist_3311696	test
nist_3311744	train
nist_3311800	train
nist_3311815	train
nist_3311860	train
nist_3311911	train
nist_3311983	train
nist_3312002	train
nist_3312018	train
nist_3312047	train
nist_3312092	train
nist_3312173	val
nist_3312200	train
nist_3312206	train
nist_3312236	train
nist_3312291	train
nist_3312297	train
nist_3312357	train
nist_3312403	train
nist_3312505	train
nist_3312515	train
nist_3312583	test
nist_3312622	train
nist_3312705	train
nist_3312724	train
nist_3312824	train
nist_3312896	train
nist_3312935	train
nist_3312953	train
nist_3313083	train
nist_3313091	train
nist_3313116	val
nist_3313126	val
nist_3313130	val
nist_3313181	test
nist_3313196	test
nist_3313207	val
nist_3313248	val
nist_3313253	val
nist_3313318	train
nist_3313364	train
nist_3313431	train
nist_3313437	train
nist_3313498	test
nist_3313585	test
nist_3313611	train
nist_3313652	train
nist_3313666	train
nist_3313716	train
nist_3313766	train
nist_3313773	train
nist_3313823	train
nist_3313872	train
nist_3313900	train
nist_3313923	train
nist_3313959	train
nist_3314016	train
nist_3314111	train
nist_3314207	train
nist_3314279	train
nist_3314380	train
nist_3314387	train
nist_3314454	val
nist_3314503	test
nist_3314545	train
nist_3314638	train
nist_3314700	train
nist_3314737	train
nist_3314821	train
nist_3314826	train
nist_3314859	train
nist_3314898	train
nist_3314930	train
nist_3314940	train
nist_3314969	train
nist_3315049	train
nist_3315064	train
nist_3315103	train
nist_3315130	train
nist_3315131	train
nist_3315137	train
nist_3315173	train
nist_3315232	train
nist_3315273	train
nist_3315354	train
nist_3315392	train
nist_3315473	test
nist_3315559	test
nist_3315566	test
nist_3315629	test
nist_3315698	train
nist_3315777	train
nist_3315791	train
nist_3315884	test
nist_3315965	test
nist_3316062	train
nist_3316129	test
nist_3316202	train
nist_3316246	train
nist_3316256	train
nist_3316325	train
nist_3316343	train
nist_3316412	train
nist_3316435	train
nist_3316456	train
nist_3316486	train
nist_3316619	train
nist_3316655	train
nist_3316660	train
nist_3316746	train
nist_3316798	train
nist_3316818	train
nist_3316941	train
nist_3316961	train
nist_3317009	train
nist_3317058	test
nist_3317105	train
nist_3317142	train
nist_3317159	train
nist_3317171	test
nist_3317196	test
nist_3317223	test
nist_3317427	val
nist_3317467	val
nist_3317520	train
nist_3317616	val
nist_3317639	val
nist_3317728	train
nist_3317758	train
nist_3317776	test
nist_3317798	test
nist_3317873	train
nist_3317924	train
nist_3317966	train
nist_3317994	train
nist_3318018	train
nist_3318190	train
nist_3318208	train
nist_3318221	train
nist_3318283	train
nist_3318300	train
nist_3318465	train
nist_3318490	train
nist_3318504	train
nist_3318520	train
nist_3318561	train
nist_3318574	train
nist_3318599	train
nist_3318691	train
nist_3318712	train
nist_3318775	train
nist_3318799	train
nist_3318879	test
nist_3318961	train
nist_3318969	train
nist_3319005	train
nist_3319018	train
nist_3319081	train
nist_3319088	train
nist_3319119	train
nist_3319138	train
nist_3319217	train
nist_3319223	train
nist_3319276	train
nist_3319296	train
nist_3319320	train
nist_3319335	train
nist_3319388	test
nist_3319475	train
nist_3319510	train
nist_3319612	test
nist_3319636	test
nist_3319650	test
nist_3319722	train
nist_3319791	train
nist_3319851	val
nist_3319894	train
nist_3319952	val
nist_3319963	val
nist_3320014	val
nist_3320021	val
nist_3320061	train
nist_3320177	train
nist_3320287	train
nist_3320361	train
nist_3320405	val
nist_3320412	val
nist_3320417	val
nist_3320497	train
nist_3320547	train
nist_3320612	train
nist_3320668	train
nist_3320711	train
nist_3320786	train
nist_3320809	train
nist_3320837	train
nist_3320858	train
nist_3320908	train
nist_3321013	train
nist_3321057	train
nist_3321135	train
nist_3321158	train
nist_3321178	train
nist_3321278	train
nist_3321333	train
nist_3321411	train
nist_3321457	train
nist_3321624	train
nist_3321638	test
nist_3321723	val
nist_3321781	train
nist_3321799	train
nist_3321837	train
nist_3321858	train
nist_3321885	train
nist_3321954	val
nist_3321977	val
nist_3322018	train
nist_3322034	train
nist_3322062	val
nist_3322069	val
nist_3322140	val
nist_3322161	val
nist_3322256	train
nist_3322280	train
nist_3322297	train
nist_3322322	train
nist_3322375	test
nist_3322385	test
nist_3322422	test
nist_3322428	test
nist_3322509	train
nist_3322521	train
nist_3322536	train
nist_3322690	train
nist_3322717	train
nist_3322854	train
nist_3322889	train
nist_3322896	train
nist_3323068	train
nist_3323089	train
nist_3323122	train
nist_3323187	train
nist_3323394	test
nist_3323412	test
nist_3323454	test
nist_3323465	test
nist_3323499	train
nist_3323523	train
nist_3323568	train
nist_3323584	train
nist_3323715	train
nist_3323801	train
nist_3323835	val
nist_3323904	train
nist_3323945	train
nist_3324025	train
nist_3324067	train
nist_3324074	train
nist_3324160	train
nist_3324167	train
nist_3324183	train
nist_3324221	train
nist_3324305	train
nist_3324317	train
nist_3324379	train
nist_3324394	train
nist_3324436	train
nist_3324460	test
nist_3324482	test
nist_3324495	train
nist_3324554	train
nist_3324560	train
nist_3324612	train
nist_3324630	train
nist_3324701	test
nist_3324738	train
nist_3324748	train
nist_3324779	test
nist_3324816	train
nist_3324824	train
nist_3324893	train
nist_3324906	train
nist_3324983	train
nist_3325004	train
nist_3325084	test
nist_3325182	test
nist_3325197	test
nist_3325310	train
nist_3325316	train
nist_3325416	train
nist_3325436	train
nist_3325505	train
nist_3325536	train
nist_3325555	train
nist_3325580	train
nist_3325664	train
nist_3325683	val
nist_3325697	val
nist_3325704	train
nist_3325715	test
nist_3325736	train
nist_3325779	train
nist_3325794	train
nist_3325834	train
nist_3325857	train
nist_3325863	train
nist_3325879	train
nist_3325893	train
nist_3325906	train
nist_3325925	test
nist_3325938	train
nist_3325950	train
nist_3325962	train
nist_3325986	train
nist_3325993	train
nist_3326008	train
nist_3326025	train
nist_3326038	train
nist_3326050	train
nist_3326080	train
nist_3326098	train
nist_3326106	train
nist_3326130	train
nist_3326151	train
nist_3326167	train
nist_3326174	train
nist_3326225	val
nist_3326234	val
nist_3326243	val
nist_3326277	train
nist_3326287	train
nist_3326296	train
nist_3326330	train
nist_3326477	train
nist_3326505	test
nist_3326514	test
nist_3326546	train
nist_3326599	train
nist_3326609	train
nist_3326672	train
nist_3326678	train
nist_3326782	train
nist_3326798	train
nist_3326813	train
nist_3326905	test
nist_3326913	test
nist_3326958	test
nist_3326986	train
nist_3327001	train
nist_3327008	train
nist_3327026	test
nist_3327066	test
nist_3327075	test
nist_3327143	train
nist_3327224	train
nist_3327310	train
nist_3327324	train
nist_3327331	train
nist_3327365	val
nist_3327373	val
nist_3327397	train
nist_3327404	train
nist_3327441	train
nist_3327507	train
nist_3327512	train
nist_3327549	train
nist_3327568	train
nist_3327574	train
nist_3327609	test
nist_3327619	test
nist_3327626	test
nist_3327668	train
nist_3327678	train
nist_3327702	train
nist_3327710	train
nist_3327758	train
nist_3327775	train
nist_3327796	train
nist_3327839	train
nist_3327860	train
nist_3327881	train
nist_3327947	train
nist_3328022	train
nist_3328030	train
nist_3328126	train
nist_3328136	train
nist_3328171	train
nist_3328252	train
nist_3328280	train
nist_3328288	train
nist_3328375	train
nist_3328407	train
nist_3328438	train
nist_3328453	train
nist_3328467	train
nist_3328473	train
nist_3328494	train
nist_3328503	train
nist_3328521	train
nist_3328538	train
nist_3328547	test
nist_3328563	train
nist_3328575	train
nist_3328607	train
nist_3328626	train
nist_3328643	val
nist_3328692	val
nist_3328717	train
nist_3328738	train
nist_3328777	train
nist_3328796	train
nist_3328815	train
nist_3328831	train
nist_3328870	val
nist_3328876	train
nist_3328901	train
nist_3328912	train
nist_3328923	test
nist_3328952	train
nist_3328957	train
nist_3328988	val
nist_3329056	train
nist_3329075	train
nist_3329089	val
nist_3329104	train
nist_3329117	train
nist_3329134	train
nist_3329164	train
nist_3329182	test
